0.2353,0.3919,0.5674,0.209,0.6583,0.6295,Healthy
0.2289,0.4384,0.5886,0.2047,0.6519,0.6295,Healthy
0.2298,0.451,0.5554,0.2375,0.6706,0.6332,Healthy
0.2316,0.3972,0.5616,0.2261,0.6543,0.626,Healthy
0.2353,0.4055,0.5119,0.1935,0.6805,0.6373,Healthy
0.2516,0.4102,0.5668,0.2391,0.6808,0.6513,Healthy
0.2292,0.3998,0.5548,0.2376,0.6631,0.6282,Healthy
0.2206,0.4154,0.5712,0.2306,0.6707,0.6536,Healthy
0.2494,0.4327,0.5793,0.2327,0.6891,0.6542,Healthy
0.2455,0.4202,0.5583,0.2435,0.6735,0.641,Healthy
0.2317,0.404,0.5754,0.2717,0.6748,0.6561,Healthy
0.2121,0.4111,0.5321,0.2176,0.6667,0.6069,Healthy
0.2392,0.4068,0.5779,0.213,0.6732,0.6328,Healthy
0.2404,0.4222,0.5724,0.2497,0.6846,0.6582,Healthy
0.2333,0.3943,0.5421,0.2175,0.6806,0.6506,Healthy
0.2373,0.4249,0.5845,0.2286,0.6509,0.615,Healthy
0.2166,0.4135,0.5076,0.2245,0.6818,0.6447,Healthy
0.2254,0.4549,0.5916,0.216,0.6538,0.628,Healthy
0.2217,0.4287,0.5383,0.2499,0.6884,0.6363,Healthy
0.2307,0.3811,0.5466,0.2294,0.6626,0.6366,Healthy
0.2424,0.4339,0.5715,0.2309,0.6789,0.6508,Healthy
0.2273,0.4491,0.5817,0.2454,0.6532,0.6188,Healthy
0.2406,0.4065,0.5582,0.2497,0.6555,0.641,Healthy
0.2227,0.408,0.565,0.2101,0.6707,0.6341,Healthy
0.2272,0.4197,0.5691,0.235,0.6756,0.656,Healthy
0.2234,0.4203,0.5548,0.2053,0.6631,0.6222,Healthy
0.2098,0.4478,0.5284,0.237,0.6919,0.6605,Healthy
0.2198,0.3861,0.5464,0.2141,0.6698,0.6523,Healthy
0.2145,0.3907,0.5573,0.2266,0.6666,0.647,Healthy
0.2234,0.4031,0.525,0.2039,0.6759,0.6548,Healthy
0.248,0.4124,0.5609,0.2274,0.6879,0.6389,Healthy
0.2349,0.4319,0.5042,0.25,0.6836,0.6601,Healthy
0.2096,0.397,0.5587,0.1993,0.6695,0.6376,Healthy
0.2419,0.4233,0.5592,0.2355,0.6761,0.6329,Healthy
0.2391,0.4171,0.5765,0.235,0.6868,0.6624,Healthy
0.2214,0.4194,0.547,0.2435,0.6604,0.6453,Healthy
0.2326,0.4424,0.5655,0.2063,0.6748,0.6425,Healthy
0.2413,0.4258,0.5628,0.1871,0.6808,0.6429,Healthy
0.2251,0.3865,0.5415,0.2,0.6565,0.6429,Healthy
0.2235,0.4028,0.5399,0.2331,0.6745,0.6416,Healthy
0.2349,0.3983,0.5654,0.2114,0.6716,0.6403,Healthy
0.2328,0.4311,0.5775,0.2587,0.6864,0.6664,Healthy
0.2077,0.4093,0.5429,0.2255,0.6536,0.6186,Healthy
0.2299,0.4312,0.5748,0.2015,0.6578,0.6389,Healthy
0.2215,0.4619,0.5172,0.2138,0.6489,0.6099,Healthy
0.2213,0.3701,0.5213,0.2114,0.6705,0.6443,Healthy
0.2322,0.4477,0.5857,0.2384,0.6611,0.6493,Healthy
0.2227,0.4264,0.5552,0.1926,0.659,0.6349,Healthy
0.195,0.3775,0.5249,0.2316,0.6668,0.6405,Healthy
0.2267,0.4344,0.56,0.2496,0.6644,0.629,Healthy
0.2143,0.404,0.5348,0.236,0.6473,0.6116,Healthy
0.2284,0.4137,0.5477,0.2355,0.6947,0.6559,Healthy
0.2428,0.4534,0.5385,0.2524,0.6691,0.6496,Healthy
0.2333,0.4007,0.5394,0.2106,0.6799,0.6345,Healthy
0.2073,0.4256,0.5236,0.2131,0.657,0.6205,Healthy
0.2021,0.4213,0.5635,0.2342,0.661,0.6567,Healthy
0.2409,0.394,0.555,0.1909,0.6753,0.6469,Healthy
0.2275,0.4285,0.5853,0.2204,0.688,0.6468,Healthy
0.2415,0.4337,0.4849,0.2547,0.6947,0.6391,Healthy
0.2335,0.4018,0.5389,0.2131,0.6724,0.6354,Healthy
0.1998,0.3715,0.4719,0.2355,0.6855,0.658,Healthy
0.2469,0.3944,0.5326,0.2157,0.6783,0.6484,Healthy
0.2314,0.4023,0.5651,0.2133,0.6775,0.6371,Healthy
0.2259,0.4225,0.555,0.2178,0.6673,0.6348,Healthy
0.2223,0.4368,0.5883,0.2197,0.6621,0.6113,Healthy
0.2255,0.3952,0.5434,0.2092,0.6689,0.6479,Healthy
0.2342,0.4342,0.5431,0.2336,0.6648,0.639,Healthy
0.22,0.4232,0.4912,0.2111,0.6724,0.6425,Healthy
0.2142,0.4571,0.5952,0.2024,0.6502,0.6155,Healthy
0.2329,0.4199,0.5178,0.2327,0.6812,0.6418,Healthy
0.2374,0.4191,0.5787,0.2125,0.656,0.626,Healthy
0.2449,0.4179,0.5768,0.2142,0.6629,0.629,Healthy
0.2513,0.4529,0.5388,0.2125,0.6961,0.6662,Healthy
0.2132,0.3918,0.5387,0.202,0.6917,0.6798,Healthy
0.233,0.4112,0.5755,0.2675,0.6828,0.661,Healthy
0.2175,0.3825,0.5176,0.2203,0.6675,0.6274,Healthy
0.2405,0.4534,0.5598,0.2174,0.6817,0.6453,Healthy
0.2328,0.4038,0.5517,0.2033,0.6807,0.6512,Healthy
0.2235,0.4622,0.5918,0.2436,0.6708,0.6332,Healthy
0.2178,0.4452,0.5672,0.2149,0.6435,0.6287,Healthy
0.2327,0.4442,0.5356,0.2318,0.6691,0.6138,Healthy
0.2281,0.4013,0.5309,0.2112,0.677,0.6404,Healthy
0.1931,0.4196,0.5839,0.2487,0.6781,0.643,Healthy
0.2465,0.4379,0.5958,0.2027,0.6741,0.6224,Healthy
0.1982,0.4059,0.5706,0.2182,0.6932,0.652,Healthy
0.2332,0.4309,0.5603,0.2314,0.6765,0.6552,Healthy
0.2302,0.4115,0.5212,0.2184,0.6845,0.6589,Healthy
0.2354,0.442,0.573,0.2095,0.6752,0.6399,Healthy
0.22,0.414,0.4699,0.2047,0.6931,0.6546,Healthy
0.2232,0.3904,0.5622,0.2079,0.6691,0.6568,Healthy
0.2446,0.4181,0.597,0.229,0.6924,0.6644,Healthy
0.2343,0.3849,0.4999,0.2012,0.6822,0.6279,Healthy
0.2357,0.4668,0.5429,0.266,0.6966,0.6658,Healthy
0.2246,0.4221,0.5836,0.2205,0.6841,0.6436,Healthy
0.2128,0.4155,0.5547,0.2069,0.6599,0.608,Healthy
0.209,0.4355,0.5717,0.2554,0.6741,0.6362,Healthy
0.2056,0.3856,0.5236,0.2192,0.6829,0.6336,Healthy
0.2148,0.4085,0.5493,0.2141,0.6644,0.6154,Healthy
0.2333,0.4231,0.546,0.2433,0.6802,0.6373,Healthy
0.2308,0.4312,0.5775,0.213,0.6909,0.6599,Healthy
0.2332,0.4036,0.5394,0.1999,0.686,0.6369,Healthy
0.4342708973,0.5531678562,0.5248953301,0.2508045884,0.6587004268,0.6533982513,25F_BIR
0.445026982,0.559849804,0.5532770038,0.2566499425,0.6667839425,0.6521274486,25F_BIR
0.4596132134,0.57296425,0.5489212619,0.234675601,0.6667452418,0.6539565268,25F_BIR
0.4516008996,0.5805420633,0.5663085424,0.2644440643,0.6892720961,0.6552816074,25F_BIR
0.4701402261,0.582107738,0.5787229336,0.2538093587,0.6698293841,0.6600573199,25F_BIR
0.4724954107,0.5752348411,0.5663181253,0.2610261925,0.6859931268,0.6546964735,25F_BIR
0.4554192045,0.573658687,0.5562783075,0.2899130568,0.6659722018,0.6330886771,25F_BIR
0.4731297781,0.5887090123,0.575433036,0.2776041355,0.6748126555,0.6696155126,25F_BIR
0.3945860179,0.528797447,0.496742863,0.2753346901,0.6429487956,0.639066627,25F_BIR
0.473573742,0.5948126703,0.5832090585,0.2353676816,0.6876512747,0.666885333,25F_BIR
0.4557327286,0.5624875028,0.5616156855,0.276796189,0.6722213777,0.6606759028,25F_BIR
0.4155264753,0.5549468738,0.5556569047,0.2582995738,0.6866343358,0.660286468,25F_BIR
0.462532527,0.5729351012,0.5664701307,0.2303328319,0.6902801646,0.658150534,25F_BIR
0.4334593247,0.5776945071,0.5468595004,0.257975219,0.6807155348,0.6359645182,25F_BIR
0.4543406898,0.5575727847,0.551108122,0.2633602098,0.6816771962,0.6579409359,25F_BIR
0.4499055412,0.569197633,0.5656365415,0.2562005438,0.6917387335,0.67384359,25F_BIR
0.4532827439,0.5612766666,0.5458283674,0.2533876734,0.6810793464,0.6562287718,25F_BIR
0.4567116723,0.5743626267,0.5478213796,0.2681072706,0.6654731763,0.6404859339,25F_BIR
0.4141427037,0.5433708142,0.5202023312,0.2915199362,0.6538181555,0.6368483791,25F_BIR
0.4571753496,0.5693787927,0.5710873977,0.2614468724,0.6721474697,0.6626503782,25F_BIR
0.4792960404,0.5696513609,0.5716053535,0.2484537365,0.6681390862,0.6410153396,25F_BIR
0.4197982002,0.5603851342,0.5259855176,0.3045558573,0.6684615528,0.6390596713,25F_BIR
0.4928987736,0.5821000819,0.5797618748,0.3030600246,0.691096505,0.6761682303,25F_BIR
0.4529298413,0.5589717488,0.532532285,0.2525609622,0.6703664045,0.6523031507,25F_BIR
0.4912436001,0.5863693896,0.5717443323,0.2507832278,0.6975798595,0.6524646192,25F_BIR
0.449345972,0.5687442308,0.5605029109,0.2563362148,0.6651648444,0.6472304884,25F_BIR
0.4642599887,0.5896836247,0.5856662476,0.21991765,0.6789993179,0.6709991726,25F_BIR
0.4443732402,0.5537776485,0.526698528,0.2668705035,0.6771487881,0.6530004851,25F_BIR
0.462142844,0.5594044089,0.5718851826,0.2801918187,0.6744710835,0.6399440936,25F_BIR
0.4823315697,0.5912821247,0.5836111627,0.2552300094,0.6950104334,0.6644354982,25F_BIR
0.4438935104,0.5743844651,0.5519716996,0.2675815073,0.6820210798,0.6405690397,25F_BIR
0.475763505,0.5732509499,0.5593732943,0.2582309581,0.6887854892,0.6608049544,25F_BIR
0.4126677985,0.5610628531,0.5345613035,0.263866952,0.6696894792,0.6387956238,25F_BIR
0.4469607563,0.5687728577,0.5428014498,0.2371648778,0.663393816,0.637749771,25F_BIR
0.4442524883,0.5579967897,0.5368050467,0.2692495179,0.6654101232,0.631011791,25F_BIR
0.4420921047,0.5680596029,0.556198436,0.2357636378,0.6685589041,0.6329976511,25F_BIR
0.4348273464,0.5565784073,0.5361998621,0.2729948147,0.6638616164,0.6377964783,25F_BIR
0.4306020224,0.5760224008,0.543309752,0.2759982342,0.6584380701,0.6322186732,25F_BIR
0.4519504727,0.5687868242,0.563441989,0.2758160461,0.6900819357,0.6499608297,25F_BIR
0.4633909662,0.5816322125,0.564761809,0.2504443034,0.6672671947,0.6358464222,25F_BIR
0.4729616886,0.5738135648,0.5577638591,0.264411194,0.6879393873,0.65619669,25F_BIR
0.4587328945,0.5894939206,0.5545242386,0.2213769318,0.6800584097,0.6462637846,25F_BIR
0.4672351613,0.5737498312,0.5503055496,0.2466947639,0.6867044614,0.6495597597,25F_BIR
0.4476603708,0.5673156519,0.5503224314,0.2328723076,0.6638339752,0.6205241745,25F_BIR
0.4549948681,0.5732878137,0.5614897374,0.2445980111,0.6673412533,0.6370153886,25F_BIR
0.4581799757,0.5725849475,0.5502845578,0.2507403549,0.6796327943,0.651898622,25F_BIR
0.4251908506,0.5689530022,0.5684457556,0.2660804197,0.6766312755,0.6250006188,25F_BIR
0.4616510089,0.5848173021,0.568545411,0.2065718667,0.6987090754,0.6680837519,25F_BIR
0.4760385273,0.5765519153,0.5588001167,0.2382110512,0.6815608714,0.6658151698,25F_BIR
0.4743167397,0.5942160284,0.5886748853,0.2209125128,0.6930821986,0.6579120007,25F_BIR
0.4358323963,0.5859847813,0.5701109712,0.2777371783,0.6685057996,0.650082632,25F_BIR
0.4404795537,0.5530240728,0.5464932032,0.2582956764,0.6900792552,0.6596612358,25F_BIR
0.4720805842,0.5774254612,0.5606922929,0.2430931671,0.6820697724,0.6500835431,25F_BIR
0.4537572695,0.5600682935,0.568078458,0.2908453218,0.6928367619,0.6504105629,25F_BIR
0.431054954,0.5769204491,0.5747209839,0.2459977498,0.6867465303,0.6512627456,25F_BIR
0.4506565143,0.5703136382,0.5556255965,0.2613261067,0.6781039104,0.6615117516,25F_BIR
0.4684492833,0.5801233959,0.5542529642,0.2516366617,0.685370901,0.6626742695,25F_BIR
0.4126843334,0.5868563011,0.5828016724,0.2600388288,0.6812998767,0.6537634831,25F_BIR
0.4311304456,0.5504472301,0.5383082371,0.2604097662,0.6773822612,0.6332000702,25F_BIR
0.4718201533,0.5938505252,0.5865147126,0.2357835326,0.6940567711,0.6509492316,25F_BIR
0.458468446,0.5670825153,0.5580671235,0.2414925149,0.6772087824,0.6479882169,25F_BIR
0.4427538027,0.5742622934,0.593022099,0.261745672,0.6819524879,0.638829678,25F_BIR
0.4365161138,0.5808257674,0.5703388803,0.264992443,0.6862273327,0.6672232999,25F_BIR
0.4368371494,0.571422677,0.563344445,0.2906469747,0.6842512424,0.6670352362,25F_BIR
0.4623114528,0.5657068227,0.5539427471,0.2797706284,0.6952677801,0.663841058,25F_BIR
0.4527487113,0.5731161109,0.5760496575,0.2832111491,0.7029157702,0.6778442884,25F_BIR
0.3971041161,0.5693161913,0.5200983495,0.262582026,0.6434724487,0.612669877,25F_BIR
0.4304187537,0.5691386052,0.5578204057,0.3100017727,0.6933658256,0.6656705599,25F_BIR
0.4559182979,0.5781032343,0.560594182,0.2378259537,0.68303629,0.648256752,25F_BIR
0.437292763,0.5652983419,0.5330616698,0.2463105428,0.6759647132,0.6296276284,25F_BIR
0.4483629447,0.5501028516,0.528951815,0.2702230072,0.6776754509,0.6508576122,25F_BIR
0.4801045139,0.5804626739,0.5642096458,0.2354606194,0.6889597465,0.6601609022,25F_BIR
0.408673836,0.565059639,0.5401222023,0.2508887407,0.6667667905,0.6238536248,25F_BIR
0.4431900292,0.5586074215,0.54387442,0.2990590761,0.6835657691,0.6592111835,25F_BIR
0.4727182284,0.5802970323,0.5596129845,0.2704696677,0.6872523896,0.6614161161,25F_BIR
0.4515832142,0.56529742,0.5448060266,0.2661731509,0.6823976867,0.658865411,25F_BIR
0.4183837846,0.5514084163,0.5395975075,0.2465101103,0.6899596034,0.6648051591,25F_BIR
0.4503417779,0.5725942284,0.5444344591,0.2578304519,0.68306135,0.646296006,25F_BIR
0.4680244104,0.5849052755,0.5670409453,0.2616391,0.6961872647,0.679724813,25F_BIR
0.4823768383,0.5925276608,0.5965810085,0.3126508861,0.711298825,0.676744719,25F_BIR
0.4581168942,0.5764239557,0.5444647979,0.2791012006,0.6887522308,0.658992068,25F_BIR
0.4334022567,0.5762583591,0.5529898845,0.2149324361,0.6961555859,0.6781023079,25F_BIR
0.4059004251,0.5490197923,0.4980524883,0.2848580206,0.6622944391,0.6469211396,25F_BIR
0.4399715094,0.5812444168,0.5617083589,0.2407846749,0.6864712315,0.672083668,25F_BIR
0.4871399566,0.5881264397,0.5665940639,0.2197263459,0.6968667959,0.6665188764,25F_BIR
0.4295054035,0.5590030645,0.549558962,0.2401103732,0.6806739732,0.6383591183,25F_BIR
0.4540286697,0.5581083487,0.5321346091,0.2696031894,0.690862929,0.6523871338,25F_BIR
0.4831739404,0.5797548247,0.5730221568,0.2349456995,0.6925737164,0.6708791788,25F_BIR
0.4526182742,0.5767190241,0.567693455,0.2655257147,0.7010130455,0.6739117838,25F_BIR
0.4695511862,0.5803323361,0.5697945151,0.2594343551,0.7091216021,0.6772739193,25F_BIR
0.4612826194,0.5849472323,0.5422652419,0.2580693838,0.6722691856,0.6613487921,25F_BIR
0.4476289442,0.5722425492,0.5653022616,0.2649245411,0.6858888399,0.643260691,25F_BIR
0.4500252931,0.576335037,0.5678656573,0.2586083738,0.6957558773,0.6674543088,25F_BIR
0.4769164165,0.5838073885,0.5700617412,0.2330729587,0.6713214107,0.6578024945,25F_BIR
0.4316069459,0.5691785581,0.5430422394,0.2388790724,0.6878122349,0.6657112949,25F_BIR
0.4674046231,0.5779205332,0.5799136246,0.1979691887,0.6974223935,0.6830862763,25F_BIR
0.4219800105,0.5625140732,0.5268230729,0.2884675993,0.6797478229,0.6535962154,25F_BIR
0.4426635041,0.574106461,0.5548791292,0.2712496927,0.69787421,0.6638731186,25F_BIR
0.4593659053,0.5881859671,0.5576066981,0.2448311203,0.6849674788,0.6455753223,25F_BIR
0.448614694,0.5793955269,0.5765862752,0.245888089,0.6998345683,0.6675776658,25F_BIR
0.4289345671,0.5730937242,0.5499999669,0.2789891978,0.6828638365,0.6580143512,25F_BIR
0.4258745686,0.5631914117,0.5401604295,0.2734546149,0.6932046152,0.6693994446,25F_BIR
0.4665877351,0.5870048707,0.5767033987,0.2114762482,0.6917574195,0.6672867908,25F_BIR
0.4462330505,0.5595093702,0.5485275738,0.2451928418,0.7136083624,0.6846898789,25F_BIR
0.4649978918,0.5924627025,0.5761859367,0.2335795828,0.6901921274,0.6655709836,25F_BIR
0.4234814808,0.5759398171,0.5454415567,0.2683967671,0.6926529322,0.6547933753,25F_BIR
0.4100031082,0.5481255617,0.5101894346,0.2835380152,0.6711013593,0.6380348621,25F_BIR
0.4597710825,0.5777958725,0.5320214451,0.2300457868,0.7025155195,0.6766141713,25F_BIR
0.4320792044,0.5685225962,0.5583217894,0.3036554612,0.6762372216,0.658005087,25F_BIR
0.4513360932,0.5760693176,0.5715749017,0.2220196579,0.7183478211,0.6859776665,25F_BIR
0.4612992068,0.561959579,0.5248651482,0.2444619096,0.6970164096,0.6613419976,25F_BIR
0.4347857932,0.5836773919,0.5596352371,0.2251175394,0.688596985,0.6590745582,25F_BIR
0.4614179906,0.5877791519,0.5689981636,0.2393459897,0.6901152573,0.6674451708,25F_BIR
0.4370536136,0.5606567918,0.5394944789,0.2592665826,0.6925264588,0.6820302626,25F_BIR
0.4576843924,0.5663015951,0.5478409768,0.2096580855,0.6865464458,0.6735893795,25F_BIR
0.4761539856,0.6014253778,0.5756464911,0.2646626241,0.7128305681,0.6775355803,25F_BIR
0.4580824941,0.5872843954,0.5817718144,0.2831684459,0.6970160372,0.680855899,25F_BIR
0.4195549527,0.5718520439,0.5397542906,0.2673271215,0.6845590233,0.6536987084,25F_BIR
0.4571828235,0.5711104662,0.554326324,0.2373736362,0.6951866901,0.6701181008,25F_BIR
0.4401314664,0.5652214494,0.552787492,0.2621490224,0.6892306295,0.6684299382,25F_BIR
0.4355629395,0.5728588505,0.5491948968,0.2563222811,0.6933754142,0.6550366047,25F_BIR
0.4009732098,0.5663466929,0.5470395486,0.2537416795,0.699397924,0.6687757013,25F_BIR
0.4455402763,0.5842842241,0.5626154753,0.2647954379,0.695985221,0.665189062,25F_BIR
0.4597502378,0.5795581086,0.5653143158,0.2080553145,0.6948578522,0.6644070644,25F_BIR
0.4498999027,0.5773992815,0.5792197704,0.2786462828,0.7041552287,0.6694513333,25F_BIR
0.4221058136,0.5559177188,0.5332713371,0.2657310848,0.6882101416,0.6601569193,25F_BIR
0.4367327448,0.5808318543,0.5614056025,0.2754127871,0.6837540076,0.6456717326,25F_BIR
0.4666684692,0.5578756182,0.5510692845,0.2644151839,0.6958904274,0.6707099759,25F_BIR
0.4765134824,0.5722587246,0.5506235214,0.2676116306,0.7040185552,0.673096555,25F_BIR
0.455052147,0.5762180892,0.5557201206,0.2416830176,0.6914940234,0.6623149398,25F_BIR
0.4184281196,0.5596506949,0.543504976,0.2705932662,0.6900457714,0.6767611777,25F_BIR
0.4568636072,0.5771360484,0.5426910367,0.227942803,0.6939586292,0.6749529642,25F_BIR
0.452676822,0.5738640816,0.5623946787,0.2616314848,0.6944566927,0.6732755557,25F_BIR
0.466592939,0.5891051827,0.5936729178,0.2569102188,0.7120019537,0.6752442874,25F_BIR
0.4549778972,0.576365212,0.5602309131,0.2220919155,0.6892226422,0.6493367975,25F_BIR
0.4513536709,0.5647228698,0.5471221871,0.2761709953,0.6988178991,0.6841557017,25F_BIR
0.4464434237,0.5765897709,0.5540898846,0.2678873453,0.6875348246,0.664911127,25F_BIR
0.4385894344,0.5712891731,0.5659660256,0.2289808254,0.7067383008,0.6732103366,25F_BIR
0.4545475407,0.5893863935,0.5694052965,0.2466956645,0.7079473599,0.6699811568,25F_BIR
0.4701391934,0.5850388256,0.5572201706,0.2420506037,0.6939349928,0.6746283419,25F_BIR
