0.2167,0.3878,0.5597,0.2016,0.6624,0.6222,1
0.2018,0.3946,0.4755,0.2147,0.6731,0.6408,1
0.2051,0.3721,0.5397,0.231,0.6446,0.6237,1
0.2208,0.3761,0.5461,0.2186,0.6811,0.651,1
0.2141,0.4296,0.502,0.2424,0.6592,0.6215,1
0.2303,0.3978,0.5131,0.2246,0.6724,0.6357,1
0.2343,0.397,0.5635,0.2455,0.6552,0.6296,1
0.2076,0.3646,0.5481,0.216,0.6691,0.6625,1
0.2129,0.4473,0.5972,0.2616,0.6785,0.6612,1
0.2296,0.398,0.5474,0.1973,0.6722,0.6281,1
0.2145,0.3739,0.5704,0.2346,0.6842,0.6455,1
0.2229,0.4119,0.5756,0.2044,0.6846,0.6436,1
0.2146,0.3946,0.5316,0.2453,0.6586,0.6466,1
0.227,0.4088,0.5204,0.2124,0.6572,0.643,1
0.2263,0.4003,0.5652,0.2182,0.6773,0.6483,1
0.2173,0.427,0.5653,0.2519,0.6811,0.6595,1
0.212,0.4084,0.573,0.2064,0.6558,0.6435,1
0.2382,0.4005,0.5001,0.2263,0.6549,0.6327,1
0.2155,0.3902,0.5593,0.2251,0.6693,0.6343,1
0.2243,0.4028,0.5649,0.1977,0.6538,0.6064,1
0.2338,0.397,0.5619,0.2084,0.6691,0.6225,1
0.2138,0.3906,0.5768,0.208,0.6787,0.6324,1
0.2085,0.4341,0.5939,0.2384,0.6694,0.6506,1
0.2286,0.4169,0.565,0.2141,0.666,0.6449,1
0.2219,0.4095,0.5297,0.223,0.6608,0.6119,1
0.229,0.4007,0.4838,0.2145,0.6581,0.6406,1
0.2185,0.4348,0.6007,0.2331,0.6627,0.6271,1
0.2063,0.4184,0.5852,0.224,0.6609,0.6512,1
0.2175,0.3914,0.5334,0.1985,0.6621,0.6461,1
0.2191,0.432,0.5763,0.2377,0.6658,0.6284,1
0.2153,0.4257,0.5776,0.184,0.6702,0.6512,1
0.2202,0.4494,0.5934,0.2501,0.6657,0.6331,1
0.2373,0.4404,0.4872,0.2104,0.6704,0.6451,1
0.2221,0.431,0.574,0.2065,0.6586,0.6218,1
0.2167,0.3805,0.5258,0.2011,0.6591,0.6319,1
0.2259,0.4503,0.5471,0.2148,0.665,0.6116,1
0.2436,0.3795,0.5535,0.2288,0.6616,0.6392,1
0.232,0.4148,0.5806,0.2502,0.6658,0.6412,1
0.2094,0.3911,0.525,0.2071,0.6689,0.6319,1
0.2363,0.4131,0.5579,0.2253,0.6439,0.6182,1
0.2127,0.4203,0.5411,0.2102,0.652,0.6014,1
0.2314,0.3881,0.5501,0.2286,0.6668,0.6222,1
0.2043,0.3898,0.5668,0.1894,0.6599,0.6326,1
0.2272,0.4288,0.5016,0.1998,0.6738,0.6293,1
0.2103,0.4004,0.5663,0.2399,0.6585,0.6207,1
0.234,0.4212,0.5525,0.2574,0.6765,0.6461,1
0.2409,0.4152,0.4911,0.2181,0.6893,0.6456,1
0.2122,0.4154,0.4819,0.2345,0.6547,0.6122,1
0.2312,0.4051,0.537,0.2153,0.6593,0.613,1
0.2283,0.4081,0.5378,0.2181,0.6536,0.6244,1
0.2353,0.3919,0.5674,0.209,0.6583,0.6295,1
0.2289,0.4384,0.5886,0.2047,0.6519,0.6295,1
0.2298,0.451,0.5554,0.2375,0.6706,0.6332,1
0.2316,0.3972,0.5616,0.2261,0.6543,0.626,1
0.2353,0.4055,0.5119,0.1935,0.6805,0.6373,1
0.2516,0.4102,0.5668,0.2391,0.6808,0.6513,1
0.2292,0.3998,0.5548,0.2376,0.6631,0.6282,1
0.2206,0.4154,0.5712,0.2306,0.6707,0.6536,1
0.2494,0.4327,0.5793,0.2327,0.6891,0.6542,1
0.2455,0.4202,0.5583,0.2435,0.6735,0.641,1
0.2317,0.404,0.5754,0.2717,0.6748,0.6561,1
0.2121,0.4111,0.5321,0.2176,0.6667,0.6069,1
0.2392,0.4068,0.5779,0.213,0.6732,0.6328,1
0.2404,0.4222,0.5724,0.2497,0.6846,0.6582,1
0.2333,0.3943,0.5421,0.2175,0.6806,0.6506,1
0.2373,0.4249,0.5845,0.2286,0.6509,0.615,1
0.2166,0.4135,0.5076,0.2245,0.6818,0.6447,1
0.2254,0.4549,0.5916,0.216,0.6538,0.628,1
0.2217,0.4287,0.5383,0.2499,0.6884,0.6363,1
0.2307,0.3811,0.5466,0.2294,0.6626,0.6366,1
0.2424,0.4339,0.5715,0.2309,0.6789,0.6508,1
0.2273,0.4491,0.5817,0.2454,0.6532,0.6188,1
0.2406,0.4065,0.5582,0.2497,0.6555,0.641,1
0.2227,0.408,0.565,0.2101,0.6707,0.6341,1
0.2272,0.4197,0.5691,0.235,0.6756,0.656,1
0.2234,0.4203,0.5548,0.2053,0.6631,0.6222,1
0.2098,0.4478,0.5284,0.237,0.6919,0.6605,1
0.2198,0.3861,0.5464,0.2141,0.6698,0.6523,1
0.2145,0.3907,0.5573,0.2266,0.6666,0.647,1
0.2234,0.4031,0.525,0.2039,0.6759,0.6548,1
0.248,0.4124,0.5609,0.2274,0.6879,0.6389,1
0.2349,0.4319,0.5042,0.25,0.6836,0.6601,1
0.2096,0.397,0.5587,0.1993,0.6695,0.6376,1
0.2419,0.4233,0.5592,0.2355,0.6761,0.6329,1
0.2391,0.4171,0.5765,0.235,0.6868,0.6624,1
0.2214,0.4194,0.547,0.2435,0.6604,0.6453,1
0.2326,0.4424,0.5655,0.2063,0.6748,0.6425,1
0.2413,0.4258,0.5628,0.1871,0.6808,0.6429,1
0.2251,0.3865,0.5415,0.2,0.6565,0.6429,1
0.2235,0.4028,0.5399,0.2331,0.6745,0.6416,1
0.2349,0.3983,0.5654,0.2114,0.6716,0.6403,1
0.2328,0.4311,0.5775,0.2587,0.6864,0.6664,1
0.2077,0.4093,0.5429,0.2255,0.6536,0.6186,1
0.2299,0.4312,0.5748,0.2015,0.6578,0.6389,1
0.2215,0.4619,0.5172,0.2138,0.6489,0.6099,1
0.2213,0.3701,0.5213,0.2114,0.6705,0.6443,1
0.2322,0.4477,0.5857,0.2384,0.6611,0.6493,1
0.2227,0.4264,0.5552,0.1926,0.659,0.6349,1
0.195,0.3775,0.5249,0.2316,0.6668,0.6405,1
0.2267,0.4344,0.56,0.2496,0.6644,0.629,1
0.2143,0.404,0.5348,0.236,0.6473,0.6116,1
0.2284,0.4137,0.5477,0.2355,0.6947,0.6559,1
0.2428,0.4534,0.5385,0.2524,0.6691,0.6496,1
0.2333,0.4007,0.5394,0.2106,0.6799,0.6345,1
0.2073,0.4256,0.5236,0.2131,0.657,0.6205,1
0.2021,0.4213,0.5635,0.2342,0.661,0.6567,1
0.2409,0.394,0.555,0.1909,0.6753,0.6469,1
0.2275,0.4285,0.5853,0.2204,0.688,0.6468,1
0.2415,0.4337,0.4849,0.2547,0.6947,0.6391,1
0.2335,0.4018,0.5389,0.2131,0.6724,0.6354,1
0.1998,0.3715,0.4719,0.2355,0.6855,0.658,1
0.2469,0.3944,0.5326,0.2157,0.6783,0.6484,1
0.2314,0.4023,0.5651,0.2133,0.6775,0.6371,1
0.2259,0.4225,0.555,0.2178,0.6673,0.6348,1
0.2223,0.4368,0.5883,0.2197,0.6621,0.6113,1
0.2255,0.3952,0.5434,0.2092,0.6689,0.6479,1
0.2342,0.4342,0.5431,0.2336,0.6648,0.639,1
0.22,0.4232,0.4912,0.2111,0.6724,0.6425,1
0.2142,0.4571,0.5952,0.2024,0.6502,0.6155,1
0.2329,0.4199,0.5178,0.2327,0.6812,0.6418,1
0.2374,0.4191,0.5787,0.2125,0.656,0.626,1
0.2449,0.4179,0.5768,0.2142,0.6629,0.629,1
0.2513,0.4529,0.5388,0.2125,0.6961,0.6662,1
0.2132,0.3918,0.5387,0.202,0.6917,0.6798,1
0.233,0.4112,0.5755,0.2675,0.6828,0.661,1
0.2175,0.3825,0.5176,0.2203,0.6675,0.6274,1
0.2405,0.4534,0.5598,0.2174,0.6817,0.6453,1
0.2328,0.4038,0.5517,0.2033,0.6807,0.6512,1
0.2235,0.4622,0.5918,0.2436,0.6708,0.6332,1
0.2178,0.4452,0.5672,0.2149,0.6435,0.6287,1
0.2327,0.4442,0.5356,0.2318,0.6691,0.6138,1
0.2281,0.4013,0.5309,0.2112,0.677,0.6404,1
0.1931,0.4196,0.5839,0.2487,0.6781,0.643,1
0.2465,0.4379,0.5958,0.2027,0.6741,0.6224,1
0.1982,0.4059,0.5706,0.2182,0.6932,0.652,1
0.2332,0.4309,0.5603,0.2314,0.6765,0.6552,1
0.2302,0.4115,0.5212,0.2184,0.6845,0.6589,1
0.2354,0.442,0.573,0.2095,0.6752,0.6399,1
0.22,0.414,0.4699,0.2047,0.6931,0.6546,1
0.2232,0.3904,0.5622,0.2079,0.6691,0.6568,1
0.2446,0.4181,0.597,0.229,0.6924,0.6644,1
0.2343,0.3849,0.4999,0.2012,0.6822,0.6279,1
0.2357,0.4668,0.5429,0.266,0.6966,0.6658,1
0.2246,0.4221,0.5836,0.2205,0.6841,0.6436,1
0.2128,0.4155,0.5547,0.2069,0.6599,0.608,1
0.209,0.4355,0.5717,0.2554,0.6741,0.6362,1
0.2056,0.3856,0.5236,0.2192,0.6829,0.6336,1
0.2148,0.4085,0.5493,0.2141,0.6644,0.6154,1
0.2333,0.4231,0.546,0.2433,0.6802,0.6373,1
0.2308,0.4312,0.5775,0.213,0.6909,0.6599,1
0.2332,0.4036,0.5394,0.1999,0.686,0.6369,1
0.434270897,0.553167856,0.52489533,0.250804588,0.658700427,0.653398251,2
0.445026982,0.559849804,0.553277004,0.256649943,0.666783943,0.652127449,2
0.459613213,0.57296425,0.548921262,0.234675601,0.666745242,0.653956527,2
0.4516009,0.580542063,0.566308542,0.264444064,0.689272096,0.655281607,2
0.470140226,0.582107738,0.578722934,0.253809359,0.669829384,0.66005732,2
0.472495411,0.575234841,0.566318125,0.261026193,0.685993127,0.654696474,2
0.455419205,0.573658687,0.556278308,0.289913057,0.665972202,0.633088677,2
0.473129778,0.588709012,0.575433036,0.277604136,0.674812656,0.669615513,2
0.394586018,0.528797447,0.496742863,0.27533469,0.642948796,0.639066627,2
0.473573742,0.59481267,0.583209059,0.235367682,0.687651275,0.666885333,2
0.455732729,0.562487503,0.561615686,0.276796189,0.672221378,0.660675903,2
0.415526475,0.554946874,0.555656905,0.258299574,0.686634336,0.660286468,2
0.462532527,0.572935101,0.566470131,0.230332832,0.690280165,0.658150534,2
0.433459325,0.577694507,0.5468595,0.257975219,0.680715535,0.635964518,2
0.45434069,0.557572785,0.551108122,0.26336021,0.681677196,0.657940936,2
0.449905541,0.569197633,0.565636542,0.256200544,0.691738734,0.67384359,2
0.453282744,0.561276667,0.545828367,0.253387673,0.681079346,0.656228772,2
0.456711672,0.574362627,0.54782138,0.268107271,0.665473176,0.640485934,2
0.414142704,0.543370814,0.520202331,0.291519936,0.653818156,0.636848379,2
0.45717535,0.569378793,0.571087398,0.261446872,0.67214747,0.662650378,2
0.47929604,0.569651361,0.571605354,0.248453737,0.668139086,0.64101534,2
0.4197982,0.560385134,0.525985518,0.304555857,0.668461553,0.639059671,2
0.492898774,0.582100082,0.579761875,0.303060025,0.691096505,0.67616823,2
0.452929841,0.558971749,0.532532285,0.252560962,0.670366405,0.652303151,2
0.4912436,0.58636939,0.571744332,0.250783228,0.69757986,0.652464619,2
0.449345972,0.568744231,0.560502911,0.256336215,0.665164844,0.647230488,2
0.464259989,0.589683625,0.585666248,0.21991765,0.678999318,0.670999173,2
0.44437324,0.553777649,0.526698528,0.266870504,0.677148788,0.653000485,2
0.462142844,0.559404409,0.571885183,0.280191819,0.674471084,0.639944094,2
0.48233157,0.591282125,0.583611163,0.255230009,0.695010433,0.664435498,2
0.44389351,0.574384465,0.5519717,0.267581507,0.68202108,0.64056904,2
0.475763505,0.57325095,0.559373294,0.258230958,0.688785489,0.660804954,2
0.412667799,0.561062853,0.534561304,0.263866952,0.669689479,0.638795624,2
0.446960756,0.568772858,0.54280145,0.237164878,0.663393816,0.637749771,2
0.444252488,0.55799679,0.536805047,0.269249518,0.665410123,0.631011791,2
0.442092105,0.568059603,0.556198436,0.235763638,0.668558904,0.632997651,2
0.434827346,0.556578407,0.536199862,0.272994815,0.663861616,0.637796478,2
0.430602022,0.576022401,0.543309752,0.275998234,0.65843807,0.632218673,2
0.451950473,0.568786824,0.563441989,0.275816046,0.690081936,0.64996083,2
0.463390966,0.581632213,0.564761809,0.250444303,0.667267195,0.635846422,2
0.472961689,0.573813565,0.557763859,0.264411194,0.687939387,0.65619669,2
0.458732895,0.589493921,0.554524239,0.221376932,0.68005841,0.646263785,2
0.467235161,0.573749831,0.55030555,0.246694764,0.686704461,0.64955976,2
0.447660371,0.567315652,0.550322431,0.232872308,0.663833975,0.620524175,2
0.454994868,0.573287814,0.561489737,0.244598011,0.667341253,0.637015389,2
0.458179976,0.572584948,0.550284558,0.250740355,0.679632794,0.651898622,2
0.425190851,0.568953002,0.568445756,0.26608042,0.676631276,0.625000619,2
0.461651009,0.584817302,0.568545411,0.206571867,0.698709075,0.668083752,2
0.476038527,0.576551915,0.558800117,0.238211051,0.681560871,0.66581517,2
0.47431674,0.594216028,0.588674885,0.220912513,0.693082199,0.657912001,2
0.435832396,0.585984781,0.570110971,0.277737178,0.6685058,0.650082632,2
0.440479554,0.553024073,0.546493203,0.258295676,0.690079255,0.659661236,2
0.472080584,0.577425461,0.560692293,0.243093167,0.682069772,0.650083543,2
0.45375727,0.560068294,0.568078458,0.290845322,0.692836762,0.650410563,2
0.431054954,0.576920449,0.574720984,0.24599775,0.68674653,0.651262746,2
0.450656514,0.570313638,0.555625597,0.261326107,0.67810391,0.661511752,2
0.468449283,0.580123396,0.554252964,0.251636662,0.685370901,0.66267427,2
0.412684333,0.586856301,0.582801672,0.260038829,0.681299877,0.653763483,2
0.431130446,0.55044723,0.538308237,0.260409766,0.677382261,0.63320007,2
0.471820153,0.593850525,0.586514713,0.235783533,0.694056771,0.650949232,2
0.458468446,0.567082515,0.558067124,0.241492515,0.677208782,0.647988217,2
0.442753803,0.574262293,0.593022099,0.261745672,0.681952488,0.638829678,2
0.436516114,0.580825767,0.57033888,0.264992443,0.686227333,0.6672233,2
0.436837149,0.571422677,0.563344445,0.290646975,0.684251242,0.667035236,2
0.462311453,0.565706823,0.553942747,0.279770628,0.69526778,0.663841058,2
0.452748711,0.573116111,0.576049658,0.283211149,0.70291577,0.677844288,2
0.397104116,0.569316191,0.52009835,0.262582026,0.643472449,0.612669877,2
0.430418754,0.569138605,0.557820406,0.310001773,0.693365826,0.66567056,2
0.455918298,0.578103234,0.560594182,0.237825954,0.68303629,0.648256752,2
0.437292763,0.565298342,0.53306167,0.246310543,0.675964713,0.629627628,2
0.448362945,0.550102852,0.528951815,0.270223007,0.677675451,0.650857612,2
0.480104514,0.580462674,0.564209646,0.235460619,0.688959747,0.660160902,2
0.408673836,0.565059639,0.540122202,0.250888741,0.666766791,0.623853625,2
0.443190029,0.558607422,0.54387442,0.299059076,0.683565769,0.659211184,2
0.472718228,0.580297032,0.559612985,0.270469668,0.68725239,0.661416116,2
0.451583214,0.56529742,0.544806027,0.266173151,0.682397687,0.658865411,2
0.418383785,0.551408416,0.539597508,0.24651011,0.689959603,0.664805159,2
0.450341778,0.572594228,0.544434459,0.257830452,0.68306135,0.646296006,2
0.46802441,0.584905276,0.567040945,0.2616391,0.696187265,0.679724813,2
0.482376838,0.592527661,0.596581009,0.312650886,0.711298825,0.676744719,2
0.458116894,0.576423956,0.544464798,0.279101201,0.688752231,0.658992068,2
0.433402257,0.576258359,0.552989885,0.214932436,0.696155586,0.678102308,2
0.405900425,0.549019792,0.498052488,0.284858021,0.662294439,0.64692114,2
0.439971509,0.581244417,0.561708359,0.240784675,0.686471232,0.672083668,2
0.487139957,0.58812644,0.566594064,0.219726346,0.696866796,0.666518876,2
0.429505404,0.559003065,0.549558962,0.240110373,0.680673973,0.638359118,2
0.45402867,0.558108349,0.532134609,0.269603189,0.690862929,0.652387134,2
0.48317394,0.579754825,0.573022157,0.2349457,0.692573716,0.670879179,2
0.452618274,0.576719024,0.567693455,0.265525715,0.701013046,0.673911784,2
0.469551186,0.580332336,0.569794515,0.259434355,0.709121602,0.677273919,2
0.461282619,0.584947232,0.542265242,0.258069384,0.672269186,0.661348792,2
0.447628944,0.572242549,0.565302262,0.264924541,0.68588884,0.643260691,2
0.450025293,0.576335037,0.567865657,0.258608374,0.695755877,0.667454309,2
0.476916417,0.583807389,0.570061741,0.233072959,0.671321411,0.657802495,2
0.431606946,0.569178558,0.543042239,0.238879072,0.687812235,0.665711295,2
0.467404623,0.577920533,0.579913625,0.197969189,0.697422394,0.683086276,2
0.421980011,0.562514073,0.526823073,0.288467599,0.679747823,0.653596215,2
0.442663504,0.574106461,0.554879129,0.271249693,0.69787421,0.663873119,2
0.459365905,0.588185967,0.557606698,0.24483112,0.684967479,0.645575322,2
0.448614694,0.579395527,0.576586275,0.245888089,0.699834568,0.667577666,2
0.428934567,0.573093724,0.549999967,0.278989198,0.682863837,0.658014351,2
0.425874569,0.563191412,0.54016043,0.273454615,0.693204615,0.669399445,2
0.466587735,0.587004871,0.576703399,0.211476248,0.69175742,0.667286791,2
0.446233051,0.55950937,0.548527574,0.245192842,0.713608362,0.684689879,2
0.464997892,0.592462703,0.576185937,0.233579583,0.690192127,0.665570984,2
0.423481481,0.575939817,0.545441557,0.268396767,0.692652932,0.654793375,2
0.410003108,0.548125562,0.510189435,0.283538015,0.671101359,0.638034862,2
0.459771083,0.577795873,0.532021445,0.230045787,0.70251552,0.676614171,2
0.432079204,0.568522596,0.558321789,0.303655461,0.676237222,0.658005087,2
0.451336093,0.576069318,0.571574902,0.222019658,0.718347821,0.685977667,2
0.461299207,0.561959579,0.524865148,0.24446191,0.69701641,0.661341998,2
0.434785793,0.583677392,0.559635237,0.225117539,0.688596985,0.659074558,2
0.461417991,0.587779152,0.568998164,0.23934599,0.690115257,0.667445171,2
0.437053614,0.560656792,0.539494479,0.259266583,0.692526459,0.682030263,2
0.457684392,0.566301595,0.547840977,0.209658086,0.686546446,0.67358938,2
0.476153986,0.601425378,0.575646491,0.264662624,0.712830568,0.67753558,2
0.458082494,0.587284395,0.581771814,0.283168446,0.697016037,0.680855899,2
0.419554953,0.571852044,0.539754291,0.267327122,0.684559023,0.653698708,2
0.457182824,0.571110466,0.554326324,0.237373636,0.69518669,0.670118101,2
0.440131466,0.565221449,0.552787492,0.262149022,0.68923063,0.668429938,2
0.43556294,0.572858851,0.549194897,0.256322281,0.693375414,0.655036605,2
0.40097321,0.566346693,0.547039549,0.25374168,0.699397924,0.668775701,2
0.445540276,0.584284224,0.562615475,0.264795438,0.695985221,0.665189062,2
0.459750238,0.579558109,0.565314316,0.208055315,0.694857852,0.664407064,2
0.449899903,0.577399282,0.57921977,0.278646283,0.704155229,0.669451333,2
0.422105814,0.555917719,0.533271337,0.265731085,0.688210142,0.660156919,2
0.436732745,0.580831854,0.561405603,0.275412787,0.683754008,0.645671733,2
0.466668469,0.557875618,0.551069285,0.264415184,0.695890427,0.670709976,2
0.476513482,0.572258725,0.550623521,0.267611631,0.704018555,0.673096555,2
0.455052147,0.576218089,0.555720121,0.241683018,0.691494023,0.66231494,2
0.41842812,0.559650695,0.543504976,0.270593266,0.690045771,0.676761178,2
0.456863607,0.577136048,0.542691037,0.227942803,0.693958629,0.674952964,2
0.452676822,0.573864082,0.562394679,0.261631485,0.694456693,0.673275556,2
0.466592939,0.589105183,0.593672918,0.256910219,0.712001954,0.675244287,2
0.454977897,0.576365212,0.560230913,0.222091916,0.689222642,0.649336798,2
0.451353671,0.56472287,0.547122187,0.276170995,0.698817899,0.684155702,2
0.446443424,0.576589771,0.554089885,0.267887345,0.687534825,0.664911127,2
0.438589434,0.571289173,0.565966026,0.228980825,0.706738301,0.673210337,2
0.454547541,0.589386394,0.569405297,0.246695665,0.70794736,0.669981157,2
0.470139193,0.585038826,0.557220171,0.242050604,0.693934993,0.674628342,2
0.446948804,0.588521772,0.575975894,0.256822535,0.696513944,0.66111996,2
0.473789604,0.599902157,0.558222157,0.199678412,0.689302313,0.662237032,2
0.454319314,0.586565895,0.572433412,0.259421871,0.690858941,0.657808547,2
0.453040604,0.56191331,0.542889908,0.214687591,0.707617917,0.67494323,2
0.503853385,0.59406097,0.567611751,0.277923218,0.710333216,0.67370602,2
0.457515841,0.580920107,0.546689392,0.231851,0.703936389,0.676623088,2
0.432974573,0.563953339,0.525026526,0.250125993,0.677880144,0.663489544,2
0.446903304,0.576280963,0.542001962,0.267162055,0.684337831,0.670296298,2
0.446186812,0.576564658,0.518600105,0.257207317,0.688731378,0.658021581,2
0.474782624,0.580054471,0.545402443,0.274243206,0.69189074,0.654922345,2
0.477490639,0.586696717,0.581951401,0.245690957,0.705929104,0.659797902,2
0.474111493,0.579345546,0.546129513,0.211845863,0.690219058,0.662597769,2
0.433000577,0.574724723,0.526849302,0.256660301,0.693139456,0.645943583,2
0.463318923,0.576902496,0.548629145,0.244644063,0.694369001,0.664210353,2
0.424826208,0.56399607,0.549322675,0.240723766,0.707926373,0.653336506,2
0.501761857,0.596848828,0.581218651,0.238985051,0.682795229,0.659574792,2
0.420406581,0.566338432,0.549911389,0.243657163,0.688043701,0.657947474,2
0.421938038,0.55635563,0.56715768,0.209409073,0.705524587,0.659153355,2
0.47644437,0.603137267,0.612494977,0.228490071,0.706514049,0.680614489,2
0.440259091,0.566026434,0.541320605,0.270923855,0.693110961,0.666713056,2
0.463890853,0.58419907,0.565462656,0.244260458,0.686922537,0.660865484,2
0.464079094,0.587148257,0.566285455,0.228657668,0.688347532,0.653552839,2
0.422728855,0.553083088,0.527801929,0.269022644,0.690973759,0.661855059,2
0.447104159,0.586659133,0.563070691,0.248403902,0.70369642,0.681659816,2
0.448147954,0.575411079,0.556788434,0.233086349,0.695720379,0.686930322,2
0.454271594,0.577870083,0.543825961,0.221665656,0.693420563,0.672371782,2
0.416027404,0.573304057,0.546343187,0.267671293,0.6722136,0.64402865,2
0.439505739,0.567973483,0.540939419,0.278461269,0.678345502,0.645097384,2
0.439141133,0.559151207,0.549204857,0.237473931,0.696261682,0.663302752,2
0.459674234,0.582283766,0.557233622,0.224143427,0.69070631,0.662692931,2
0.466116774,0.588830883,0.592760998,0.254239939,0.699449458,0.672174819,2
0.456843968,0.582503693,0.563408869,0.225604084,0.704546154,0.684012675,2
0.389360364,0.546270317,0.484155799,0.262813586,0.67900471,0.633121296,2
0.449545939,0.559647012,0.563861635,0.255211139,0.719074554,0.668176548,2
0.459058551,0.573584211,0.563412675,0.23667028,0.690508294,0.674326319,2
0.429401654,0.554253765,0.543869128,0.268184922,0.694074362,0.651745015,2
0.449418409,0.580771894,0.550626589,0.225881964,0.703587454,0.667210495,2
0.444525867,0.580219694,0.538182102,0.244933103,0.686622059,0.667900082,2
0.431973698,0.564036188,0.542084258,0.26968664,0.700220481,0.664784753,2
0.444859195,0.570828925,0.526780228,0.265266411,0.687437638,0.660236939,2
0.431173245,0.558475834,0.52073414,0.285304878,0.657779826,0.632841276,2
0.416936334,0.572383609,0.552122983,0.203510793,0.680123215,0.66223077,2
0.452518943,0.589435116,0.551072986,0.252656208,0.686687464,0.657947993,2
0.453730525,0.58058281,0.541289255,0.246432341,0.693067445,0.660412369,2
0.460405285,0.584187672,0.566485081,0.206637028,0.707724351,0.670436395,2
0.4517278,0.570565134,0.565752486,0.247713723,0.684968617,0.666865684,2
0.482948181,0.593281999,0.571190054,0.201869076,0.706001541,0.666640886,2
0.465435668,0.566957092,0.551115921,0.270466952,0.687223984,0.649419041,2
0.4671192,0.58119041,0.579317191,0.243247576,0.700103395,0.667851466,2
0.447326793,0.593262489,0.571821418,0.259243993,0.700094526,0.676400826,2
0.468602583,0.578379815,0.569456763,0.246663174,0.701839385,0.64475386,2
0.480070834,0.587075616,0.574119094,0.264103511,0.703705954,0.66798683,2
0.509550813,0.572985677,0.589471059,0.286033349,0.711066435,0.665678484,2
0.445443604,0.555169092,0.540466159,0.243796687,0.690194655,0.650620261,2
0.436409301,0.558749209,0.54001,0.291711074,0.699809254,0.667965178,2
